task_id,topic_id,task_type,instruction,prompt,correct_answer,accepted_answers,error_explanation,status
posesivos_0012,posesivos,multiple_choice,Выбери правильный вариант,"¿Es _____ casa? (твоя)
Варианты: tu / tus / tuya / tuyo",tu,tu,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0013,posesivos,multiple_choice,Выбери правильный вариант,"Los zapatos son _____. (наши)
Варианты: nuestro / nuestras / nuestros / nuestros",nuestros,nuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0014,posesivos,multiple_choice,Выбери правильный вариант,"Ese coche es _____. (его)
Варианты: suyo / su / sus / suya",suyo,suyo,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0015,posesivos,multiple_choice,Выбери правильный вариант,"_____ amigos viven aquí. (ваши)
Варианты: Vuestros / Vuestro / Vuestras / Vuestra",Vuestros,Vuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0016,posesivos,multiple_choice,Выбери правильный вариант,"_____ libro es interesante. (мой)
Варианты: Mi / Mis / Mío / Mía",Mi,Mi,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0017,posesivos,multiple_choice,Выбери правильный вариант,"¿Es _____ casa? (твоя)
Варианты: tu / tus / tuya / tuyo",tu,tu,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0018,posesivos,multiple_choice,Выбери правильный вариант,"Los zapatos son _____. (наши)
Варианты: nuestro / nuestras / nuestros / nuestros",nuestros,nuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0019,posesivos,multiple_choice,Выбери правильный вариант,"Ese coche es _____. (его)
Варианты: suyo / su / sus / suya",suyo,suyo,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0020,posesivos,multiple_choice,Выбери правильный вариант,"_____ amigos viven aquí. (ваши)
Варианты: Vuestros / Vuestro / Vuestras / Vuestra",Vuestros,Vuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0021,posesivos,multiple_choice,Выбери правильный вариант,"_____ libro es interesante. (мой)
Варианты: Mi / Mis / Mío / Mía",Mi,Mi,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0022,posesivos,multiple_choice,Выбери правильный вариант,"¿Es _____ casa? (твоя)
Варианты: tu / tus / tuya / tuyo",tu,tu,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0023,posesivos,multiple_choice,Выбери правильный вариант,"Los zapatos son _____. (наши)
Варианты: nuestro / nuestras / nuestros / nuestros",nuestros,nuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0024,posesivos,multiple_choice,Выбери правильный вариант,"Ese coche es _____. (его)
Варианты: suyo / su / sus / suya",suyo,suyo,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0025,posesivos,multiple_choice,Выбери правильный вариант,"_____ amigos viven aquí. (ваши)
Варианты: Vuestros / Vuestro / Vuestras / Vuestra",Vuestros,Vuestros,Различайте притяжательные прилагательные и местоимения.,active
posesivos_0026,posesivos,fill_blank,Вставь пропущенное слово,Completa: ____ hermano estudia medicina. (mi),Mi,Mi,,active
posesivos_0027,posesivos,fill_blank,Вставь пропущенное слово,Completa: Estas llaves son _____. (mías),mías,mías,,active
posesivos_0028,posesivos,fill_blank,Вставь пропущенное слово,Completa: ¿Dónde está ____ mochila? (tu),tu,tu,,active
posesivos_0029,posesivos,fill_blank,Вставь пропущенное слово,Completa: El coche es _____. (nuestro),nuestro,nuestro,,active
posesivos_0030,posesivos,fill_blank,Вставь пропущенное слово,Completa: Ellos venden ____ casa. (su),su,su,,active
posesivos_0031,posesivos,fill_blank,Вставь пропущенное слово,Completa: ____ hermano estudia medicina. (mi),Mi,Mi,,active
posesivos_0032,posesivos,fill_blank,Вставь пропущенное слово,Completa: Estas llaves son _____. (mías),mías,mías,,active
posesivos_0033,posesivos,fill_blank,Вставь пропущенное слово,Completa: ¿Dónde está ____ mochila? (tu),tu,tu,,active
posesivos_0034,posesivos,fill_blank,Вставь пропущенное слово,Completa: El coche es _____. (nuestro),nuestro,nuestro,,active
posesivos_0035,posesivos,fill_blank,Вставь пропущенное слово,Completa: Ellos venden ____ casa. (su),su,su,,active
posesivos_0036,posesivos,fill_blank,Вставь пропущенное слово,Completa: ____ hermano estudia medicina. (mi),Mi,Mi,,active
posesivos_0037,posesivos,fill_blank,Вставь пропущенное слово,Completa: Estas llaves son _____. (mías),mías,mías,,active
posesivos_0038,posesivos,fill_blank,Вставь пропущенное слово,Completa: ¿Dónde está ____ mochila? (tu),tu,tu,,active
posesivos_0039,posesivos,fill_blank,Вставь пропущенное слово,Completa: El coche es _____. (nuestro),nuestro,nuestro,,active
posesivos_0040,posesivos,fill_blank,Вставь пропущенное слово,Completa: Ellos venden ____ casa. (su),su,su,,active
posesivos_0041,posesivos,fill_blank,Вставь пропущенное слово,Completa: ____ hermano estudia medicina. (mi),Mi,Mi,,active
posesivos_0042,posesivos,fill_blank,Вставь пропущенное слово,Completa: Estas llaves son _____. (mías),mías,mías,,active
posesivos_0043,posesivos,fill_blank,Вставь пропущенное слово,Completa: ¿Dónde está ____ mochila? (tu),tu,tu,,active
posesivos_0044,posesivos,fill_blank,Вставь пропущенное слово,Completa: El coche es _____. (nuestro),nuestro,nuestro,,active
posesivos_0045,posesivos,fill_blank,Вставь пропущенное слово,Completa: Ellos venden ____ casa. (su),su,su,,active
posesivos_0046,posesivos,fill_blank,Вставь пропущенное слово,Completa: ____ hermano estudia medicina. (mi),Mi,Mi,,active
posesivos_0047,posesivos,fill_blank,Вставь пропущенное слово,Completa: Estas llaves son _____. (mías),mías,mías,,active
posesivos_0048,posesivos,fill_blank,Вставь пропущенное слово,Completa: ¿Dónde está ____ mochila? (tu),tu,tu,,active
posesivos_0049,posesivos,fill_blank,Вставь пропущенное слово,Completa: El coche es _____. (nuestro),nuestro,nuestro,,active
posesivos_0050,posesivos,fill_blank,Вставь пропущенное слово,Completa: Ellos venden ____ casa. (su),su,su,,active
posesivos_0051,posesivos,correct_mistake,Исправь ошибку,Mío libro está aquí.,Mi libro está aquí.,Mi libro está aquí.,Исправьте форму притяжательного слова.,active
posesivos_0052,posesivos,correct_mistake,Исправь ошибку,Esta casa es mi.,Esta casa es mía.,Esta casa es mía.,Исправьте форму притяжательного слова.,active
posesivos_0053,posesivos,correct_mistake,Исправь ошибку,Nuestros es grande.,El nuestro es grande.,El nuestro es grande.,Исправьте форму притяжательного слова.,active
posesivos_0054,posesivos,correct_mistake,Исправь ошибку,Sus coche es rojo.,Su coche es rojo.,Su coche es rojo.,Исправьте форму притяжательного слова.,active
posesivos_0055,posesivos,correct_mistake,Исправь ошибку,La mochila es tu.,La mochila es tuya.,La mochila es tuya.,Исправьте форму притяжательного слова.,active
posesivos_0056,posesivos,correct_mistake,Исправь ошибку,Mío libro está aquí.,Mi libro está aquí.,Mi libro está aquí.,Исправьте форму притяжательного слова.,active
posesivos_0057,posesivos,correct_mistake,Исправь ошибку,Esta casa es mi.,Esta casa es mía.,Esta casa es mía.,Исправьте форму притяжательного слова.,active
posesivos_0058,posesivos,correct_mistake,Исправь ошибку,Nuestros es grande.,El nuestro es grande.,El nuestro es grande.,Исправьте форму притяжательного слова.,active
posesivos_0059,posesivos,correct_mistake,Исправь ошибку,Sus coche es rojo.,Su coche es rojo.,Su coche es rojo.,Исправьте форму притяжательного слова.,active
posesivos_0060,posesivos,correct_mistake,Исправь ошибку,La mochila es tu.,La mochila es tuya.,La mochila es tuya.,Исправьте форму притяжательного слова.,active
posesivos_0061,posesivos,correct_mistake,Исправь ошибку,Mío libro está aquí.,Mi libro está aquí.,Mi libro está aquí.,Исправьте форму притяжательного слова.,active
posesivos_0062,posesivos,correct_mistake,Исправь ошибку,Esta casa es mi.,Esta casa es mía.,Esta casa es mía.,Исправьте форму притяжательного слова.,active
posesivos_0063,posesivos,correct_mistake,Исправь ошибку,Nuestros es grande.,El nuestro es grande.,El nuestro es grande.,Исправьте форму притяжательного слова.,active
posesivos_0064,posesivos,correct_mistake,Исправь ошибку,Sus coche es rojo.,Su coche es rojo.,Su coche es rojo.,Исправьте форму притяжательного слова.,active
posesivos_0065,posesivos,correct_mistake,Исправь ошибку,La mochila es tu.,La mochila es tuya.,La mochila es tuya.,Исправьте форму притяжательного слова.,active
posesivos_0066,posesivos,correct_mistake,Исправь ошибку,Mío libro está aquí.,Mi libro está aquí.,Mi libro está aquí.,Исправьте форму притяжательного слова.,active
posesivos_0067,posesivos,correct_mistake,Исправь ошибку,Esta casa es mi.,Esta casa es mía.,Esta casa es mía.,Исправьте форму притяжательного слова.,active
posesivos_0068,posesivos,correct_mistake,Исправь ошибку,Nuestros es grande.,El nuestro es grande.,El nuestro es grande.,Исправьте форму притяжательного слова.,active
posesivos_0069,posesivos,correct_mistake,Исправь ошибку,Sus coche es rojo.,Su coche es rojo.,Su coche es rojo.,Исправьте форму притяжательного слова.,active
posesivos_0070,posesivos,correct_mistake,Исправь ошибку,La mochila es tu.,La mochila es tuya.,La mochila es tuya.,Исправьте форму притяжательного слова.,active
posesivos_0071,posesivos,correct_mistake,Исправь ошибку,Mío libro está aquí.,Mi libro está aquí.,Mi libro está aquí.,Исправьте форму притяжательного слова.,active
posesivos_0072,posesivos,correct_mistake,Исправь ошибку,Esta casa es mi.,Esta casa es mía.,Esta casa es mía.,Исправьте форму притяжательного слова.,active
posesivos_0073,posesivos,correct_mistake,Исправь ошибку,Nuestros es grande.,El nuestro es grande.,El nuestro es grande.,Исправьте форму притяжательного слова.,active
posesivos_0074,posesivos,correct_mistake,Исправь ошибку,Sus coche es rojo.,Su coche es rojo.,Su coche es rojo.,Исправьте форму притяжательного слова.,active
posesivos_0075,posesivos,correct_mistake,Исправь ошибку,La mochila es tu.,La mochila es tuya.,La mochila es tuya.,Исправьте форму притяжательного слова.,active
posesivos_0076,posesivos,translation,Переведи на испанский,Это моя книга.,Este es mi libro.,Este es mi libro.,,active
posesivos_0077,posesivos,translation,Переведи на испанский,Эта машина моя.,Este coche es mío.,Este coche es mío.,,active
posesivos_0078,posesivos,translation,Переведи на испанский,Наш дом больше вашего.,Nuestra casa es más grande que la vuestra.,Nuestra casa es más grande que la vuestra.,,active
posesivos_0079,posesivos,translation,Переведи на испанский,Где твои ключи?,¿Dónde están tus llaves?,¿Dónde están tus llaves?,,active
posesivos_0080,posesivos,translation,Переведи на испанский,Их дети очень добрые.,Sus hijos son muy amables.,Sus hijos son muy amables.,,active
posesivos_0081,posesivos,translation,Переведи на испанский,Это моя книга.,Este es mi libro.,Este es mi libro.,,active
posesivos_0082,posesivos,translation,Переведи на испанский,Эта машина моя.,Este coche es mío.,Este coche es mío.,,active
posesivos_0083,posesivos,translation,Переведи на испанский,Наш дом больше вашего.,Nuestra casa es más grande que la vuestra.,Nuestra casa es más grande que la vuestra.,,active
posesivos_0084,posesivos,translation,Переведи на испанский,Где твои ключи?,¿Dónde están tus llaves?,¿Dónde están tus llaves?,,active
posesivos_0085,posesivos,translation,Переведи на испанский,Их дети очень добрые.,Sus hijos son muy amables.,Sus hijos son muy amables.,,active
posesivos_0086,posesivos,translation,Переведи на испанский,Это моя книга.,Este es mi libro.,Este es mi libro.,,active
posesivos_0087,posesivos,translation,Переведи на испанский,Эта машина моя.,Este coche es mío.,Este coche es mío.,,active
posesivos_0088,posesivos,translation,Переведи на испанский,Наш дом больше вашего.,Nuestra casa es más grande que la vuestra.,Nuestra casa es más grande que la vuestra.,,active
posesivos_0089,posesivos,translation,Переведи на испанский,Где твои ключи?,¿Dónde están tus llaves?,¿Dónde están tus llaves?,,active
posesivos_0090,posesivos,translation,Переведи на испанский,Их дети очень добрые.,Sus hijos son muy amables.,Sus hijos son muy amables.,,active
posesivos_0091,posesivos,translation,Переведи на испанский,Это моя книга.,Este es mi libro.,Este es mi libro.,,active
posesivos_0092,posesivos,translation,Переведи на испанский,Эта машина моя.,Este coche es mío.,Este coche es mío.,,active
posesivos_0093,posesivos,translation,Переведи на испанский,Наш дом больше вашего.,Nuestra casa es más grande que la vuestra.,Nuestra casa es más grande que la vuestra.,,active
posesivos_0094,posesivos,translation,Переведи на испанский,Где твои ключи?,¿Dónde están tus llaves?,¿Dónde están tus llaves?,,active
posesivos_0095,posesivos,translation,Переведи на испанский,Их дети очень добрые.,Sus hijos son muy amables.,Sus hijos son muy amables.,,active
posesivos_0096,posesivos,translation,Переведи на испанский,Это моя книга.,Este es mi libro.,Este es mi libro.,,active
posesivos_0097,posesivos,translation,Переведи на испанский,Эта машина моя.,Este coche es mío.,Este coche es mío.,,active
posesivos_0098,posesivos,translation,Переведи на испанский,Наш дом больше вашего.,Nuestra casa es más grande que la vuestra.,Nuestra casa es más grande que la vuestra.,,active
posesivos_0099,posesivos,translation,Переведи на испанский,Где твои ключи?,¿Dónde están tus llaves?,¿Dónde están tus llaves?,,active
posesivos_0100,posesivos,translation,Переведи на испанский,Их дети очень добрые.,Sus hijos son muy amables.,Sus hijos son muy amables.,,active
perifrasis_0001,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Tengo mucho trabajo. ___ estudiar más.,Tengo que,Tengo que,Выбор подходящей перифразы.,active
perifrasis_0002,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,En España ___ respetar las leyes.,Hay que,Hay que,Выбор подходящей перифразы.,active
perifrasis_0003,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Los niños ___ llorar.,empiezan a,empiezan a,Выбор подходящей перифразы.,active
perifrasis_0004,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Quiero ___ intentarlo.,volver a,volver a,Выбор подходящей перифразы.,active
perifrasis_0005,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Hoy no ___ salir.,puedo,puedo,Выбор подходящей перифразы.,active
perifrasis_0006,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Acabo de comer. ___ comer.,termino de,termino de,Выбор подходящей перифразы.,active
perifrasis_0007,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Ella ___ estudiando.,sigue,sigue,Выбор подходящей перифразы.,active
perifrasis_0008,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Nosotros ___ practicar.,tenemos que,tenemos que,Выбор подходящей перифразы.,active
perifrasis_0009,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Aquí ___ hacer silencio.,hay que,hay que,Выбор подходящей перифразы.,active
perifrasis_0010,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Pedro ___ correr.,empieza a,empieza a,Выбор подходящей перифразы.,active
perifrasis_0011,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Voy ___ llamar.,a volver a,a volver a,Выбор подходящей перифразы.,active
perifrasis_0012,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,¿___ ayudarte?,Puedo,Puedo,Выбор подходящей перифразы.,active
perifrasis_0013,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Ellos ___ trabajar.,terminan de,terminan de,Выбор подходящей перифразы.,active
perifrasis_0014,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Tú ___ leyendo.,sigues,sigues,Выбор подходящей перифразы.,active
perifrasis_0015,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Vosotros ___ madrugar.,tenéis que,tenéis que,Выбор подходящей перифразы.,active
perifrasis_0016,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,En clase ___ escuchar.,hay que,hay que,Выбор подходящей перифразы.,active
perifrasis_0017,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Ella ___ sonreír.,empieza a,empieza a,Выбор подходящей перифразы.,active
perifrasis_0018,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Quiero ___ verlo.,volver a,volver a,Выбор подходящей перифразы.,active
perifrasis_0019,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,No ___ venir.,puedo,puedo,Выбор подходящей перифразы.,active
perifrasis_0020,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Acabamos ___.,de estudiar,de estudiar,Выбор подходящей перифразы.,active
perifrasis_0021,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Ellos ___ jugando.,siguen,siguen,Выбор подходящей перифразы.,active
perifrasis_0022,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Yo ___ descansar.,tengo que,tengo que,Выбор подходящей перифразы.,active
perifrasis_0023,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Aquí ___ esperar.,hay que,hay que,Выбор подходящей перифразы.,active
perifrasis_0024,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Los estudiantes ___ escribir.,empiezan a,empiezan a,Выбор подходящей перифразы.,active
perifrasis_0025,perifrasis_verbales,multiple_choice,Выбери правильную перифразу,Vamos ___ hacerlo.,a volver a,a volver a,Выбор подходящей перифразы.,active
perifrasis_0026,perifrasis_verbales,fill_form,Вставь правильную форму,Yo _____ estudiar más.,tengo que,tengo que,,active
perifrasis_0027,perifrasis_verbales,fill_form,Вставь правильную форму,Aquí _____ fumar.,hay que,hay que,,active
perifrasis_0028,perifrasis_verbales,fill_form,Вставь правильную форму,Ella _____ trabajar.,empieza a,empieza a,,active
perifrasis_0029,perifrasis_verbales,fill_form,Вставь правильную форму,Voy _____ llamar.,a volver a,a volver a,,active
perifrasis_0030,perifrasis_verbales,fill_form,Вставь правильную форму,No _____ venir.,puedo,puedo,,active
perifrasis_0031,perifrasis_verbales,fill_form,Вставь правильную форму,Acabo _____ comer.,de,de,,active
perifrasis_0032,perifrasis_verbales,fill_form,Вставь правильную форму,Él _____ leyendo.,sigue,sigue,,active
perifrasis_0033,perifrasis_verbales,fill_form,Вставь правильную форму,Nosotros _____ practicar.,tenemos que,tenemos que,,active
perifrasis_0034,perifrasis_verbales,fill_form,Вставь правильную форму,_____ respetar las reglas.,Hay que,Hay que,,active
perifrasis_0035,perifrasis_verbales,fill_form,Вставь правильную форму,Pedro _____ correr.,empieza a,empieza a,,active
perifrasis_0036,perifrasis_verbales,fill_form,Вставь правильную форму,Ellos _____ intentarlo.,van a volver a,van a volver a,,active
perifrasis_0037,perifrasis_verbales,fill_form,Вставь правильную форму,¿_____ ayudarte?,Puedo,Puedo,,active
perifrasis_0038,perifrasis_verbales,fill_form,Вставь правильную форму,Acabamos _____ estudiar.,de,de,,active
perifrasis_0039,perifrasis_verbales,fill_form,Вставь правильную форму,Tú _____ trabajando.,sigues,sigues,,active
perifrasis_0040,perifrasis_verbales,fill_form,Вставь правильную форму,Vosotros _____ madrugar.,tenéis que,tenéis que,,active
perifrasis_0041,perifrasis_verbales,fill_form,Вставь правильную форму,_____ reciclar.,Hay que,Hay que,,active
perifrasis_0042,perifrasis_verbales,fill_form,Вставь правильную форму,Ella _____ sonreír.,empieza a,empieza a,,active
perifrasis_0043,perifrasis_verbales,fill_form,Вставь правильную форму,Quiero _____ verlo.,volver a,volver a,,active
perifrasis_0044,perifrasis_verbales,fill_form,Вставь правильную форму,No _____ salir.,puedo,puedo,,active
perifrasis_0045,perifrasis_verbales,fill_form,Вставь правильную форму,Ellos _____ jugar.,terminan de,terminan de,,active
perifrasis_0046,perifrasis_verbales,fill_form,Вставь правильную форму,Nosotros _____ aprendiendo.,seguimos,seguimos,,active
perifrasis_0047,perifrasis_verbales,fill_form,Вставь правильную форму,Yo _____ descansar.,tengo que,tengo que,,active
perifrasis_0048,perifrasis_verbales,fill_form,Вставь правильную форму,Aquí _____ esperar.,hay que,hay que,,active
perifrasis_0049,perifrasis_verbales,fill_form,Вставь правильную форму,Los niños _____ leer.,empiezan a,empiezan a,,active
perifrasis_0050,perifrasis_verbales,fill_form,Вставь правильную форму,Mañana _____ intentarlo.,voy a volver a,voy a volver a,,active
perifrasis_0051,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Yo _____ estudiar más.,Yo tengo que estudiar más.,Yo tengo que estudiar más.,Исправь перифразу.,active
perifrasis_0052,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Aquí _____ fumar.,Aquí hay que fumar.,Aquí hay que fumar.,Исправь перифразу.,active
perifrasis_0053,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Ella _____ trabajar.,Ella empieza a trabajar.,Ella empieza a trabajar.,Исправь перифразу.,active
perifrasis_0054,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Voy _____ llpuedompuedor.,Voy a volver a llamar.,Voy a volver a llamar.,Исправь перифразу.,active
perifrasis_0055,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: No _____ venir.,No puedo venir.,No puedo venir.,Исправь перифразу.,active
perifrasis_0056,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Acabo _____ comer.,Acabo de comer.,Acabo de comer.,Исправь перифразу.,active
perifrasis_0057,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Él _____ leyendo.,Él sigue leyendo.,Él sigue leyendo.,Исправь перифразу.,active
perifrasis_0058,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Nosotros _____ practicar.,Nosotros tenemos que practicar.,Nosotros tenemos que practicar.,Исправь перифразу.,active
perifrasis_0059,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: _____ respetar las reglas.,Hay que respetar las reglas.,Hay que respetar las reglas.,Исправь перифразу.,active
perifrasis_0060,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Pedro _____ correr.,Pedro empieza a correr.,Pedro empieza a correr.,Исправь перифразу.,active
perifrasis_0061,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Ellos _____ intentarlo.,Ellos van a volver a intentarlo.,Ellos van a volver a intentarlo.,Исправь перифразу.,active
perifrasis_0062,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: ¿_____ ayudarte?,¿Puedo ayudarte?,¿Puedo ayudarte?,Исправь перифразу.,active
perifrasis_0063,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Acabamos _____ estudiar.,Acabamos de estudiar.,Acabamos de estudiar.,Исправь перифразу.,active
perifrasis_0064,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Tú _____ trabajando.,Tú sigues trabajando.,Tú sigues trabajando.,Исправь перифразу.,active
perifrasis_0065,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Vosotros _____ madrugar.,Vosotros tenéis que madrugar.,Vosotros tenéis que madrugar.,Исправь перифразу.,active
perifrasis_0066,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: _____ reciclar.,Hay que reciclar.,Hay que reciclar.,Исправь перифразу.,active
perifrasis_0067,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Ella _____ sonreír.,Ella empieza a sonreír.,Ella empieza a sonreír.,Исправь перифразу.,active
perifrasis_0068,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Quiero _____ verlo.,Quiero volver a verlo.,Quiero volver a verlo.,Исправь перифразу.,active
perifrasis_0069,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: No _____ salir.,No puedo salir.,No puedo salir.,Исправь перифразу.,active
perifrasis_0070,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Ellos _____ jugar.,Ellos terminan de jugar.,Ellos terminan de jugar.,Исправь перифразу.,active
perifrasis_0071,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Nosotros _____ aprendiendo.,Nosotros seguimos aprendiendo.,Nosotros seguimos aprendiendo.,Исправь перифразу.,active
perifrasis_0072,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Yo _____ descansar.,Yo tengo que descansar.,Yo tengo que descansar.,Исправь перифразу.,active
perifrasis_0073,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Aquí _____ esperar.,Aquí hay que esperar.,Aquí hay que esperar.,Исправь перифразу.,active
perifrasis_0074,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Los niños _____ leer.,Los niños empiezan a leer.,Los niños empiezan a leer.,Исправь перифразу.,active
perifrasis_0075,perifrasis_verbales,fix_error,Исправь ошибку,Corrige: Mañana _____ intentarlo.,Mañana voy a volver a intentarlo.,Mañana voy a volver a intentarlo.,Исправь перифразу.,active
perifrasis_0076,perifrasis_verbales,translation,Переведи на испанский,Мне нужно учиться.,Tengo que estudiar.,Tengo que estudiar.,,active
perifrasis_0077,perifrasis_verbales,translation,Переведи на испанский,Нужно уважать правила.,Hay que respetar las normas.,Hay que respetar las normas.,,active
perifrasis_0078,perifrasis_verbales,translation,Переведи на испанский,Она начинает работать.,Ella empieza a trabajar.,Ella empieza a trabajar.,,active
perifrasis_0079,perifrasis_verbales,translation,Переведи на испанский,Я хочу снова попробовать.,Quiero volver a intentarlo.,Quiero volver a intentarlo.,,active
perifrasis_0080,perifrasis_verbales,translation,Переведи на испанский,Я не могу войти.,No puedo entrar.,No puedo entrar.,,active
perifrasis_0081,perifrasis_verbales,translation,Переведи на испанский,Я только что закончил есть.,Termino de comer.,Termino de comer.,,active
perifrasis_0082,perifrasis_verbales,translation,Переведи на испанский,Она продолжает работать.,Ella sigue trabajando.,Ella sigue trabajando.,,active
perifrasis_0083,perifrasis_verbales,translation,Переведи на испанский,Нам нужно больше практиковаться.,Tenemos que practicar más.,Tenemos que practicar más.,,active
perifrasis_0084,perifrasis_verbales,translation,Переведи на испанский,Здесь нужно молчать.,Aquí hay que guardar silencio.,Aquí hay que guardar silencio.,,active
perifrasis_0085,perifrasis_verbales,translation,Переведи на испанский,Педро начинает бегать.,Pedro empieza a correr.,Pedro empieza a correr.,,active
perifrasis_0086,perifrasis_verbales,translation,Переведи на испанский,Мы снова попробуем.,Vamos a volver a intentarlo.,Vamos a volver a intentarlo.,,active
perifrasis_0087,perifrasis_verbales,translation,Переведи на испанский,Ты можешь помочь?,¿Puedes ayudar?,¿Puedes ayudar?,,active
perifrasis_0088,perifrasis_verbales,translation,Переведи на испанский,Они только что закончили работать.,Terminan de trabajar.,Terminan de trabajar.,,active
perifrasis_0089,perifrasis_verbales,translation,Переведи на испанский,Ты продолжаешь читать.,Sigues leyendo.,Sigues leyendo.,,active
perifrasis_0090,perifrasis_verbales,translation,Переведи на испанский,Вам нужно рано вставать.,Tenéis que madrugar.,Tenéis que madrugar.,,active
perifrasis_0091,perifrasis_verbales,translation,Переведи на испанский,Нужно перерабатывать мусор.,Hay que reciclar.,Hay que reciclar.,,active
perifrasis_0092,perifrasis_verbales,translation,Переведи на испанский,Она начинает улыбаться.,Ella empieza a sonreír.,Ella empieza a sonreír.,,active
perifrasis_0093,perifrasis_verbales,translation,Переведи на испанский,Я хочу снова его увидеть.,Quiero volver a verlo.,Quiero volver a verlo.,,active
perifrasis_0094,perifrasis_verbales,translation,Переведи на испанский,Сегодня я не могу прийти.,Hoy no puedo venir.,Hoy no puedo venir.,,active
perifrasis_0095,perifrasis_verbales,translation,Переведи на испанский,Они только что закончили играть.,Terminan de jugar.,Terminan de jugar.,,active
perifrasis_0096,perifrasis_verbales,translation,Переведи на испанский,Мы продолжаем учиться.,Seguimos aprendiendo.,Seguimos aprendiendo.,,active
perifrasis_0097,perifrasis_verbales,translation,Переведи на испанский,Мне нужно отдохнуть.,Tengo que descansar.,Tengo que descansar.,,active
perifrasis_0098,perifrasis_verbales,translation,Переведи на испанский,Здесь нужно подождать.,Aquí hay que esperar.,Aquí hay que esperar.,,active
perifrasis_0099,perifrasis_verbales,translation,Переведи на испанский,Дети начинают читать.,Los niños empiezan a leer.,Los niños empiezan a leer.,,active
perifrasis_0100,perifrasis_verbales,translation,Переведи на испанский,Завтра я снова попробую.,Mañana voy a volver a intentarlo.,Mañana voy a volver a intentarlo.,,active
impersonales_0001,oraciones_impersonales,multiple_choice,Выбери правильную безличную конструкцию,En clase ___ hablar bajo.,hay que,hay que,Hay que + infinitivo выражает общее правило или инструкцию.,active
impersonales_0002,oraciones_impersonales,multiple_choice,Выбери правильную безличную конструкцию,En el museo ___ tocar las obras.,no se puede,no se puede,No se puede + infinitivo выражает запрет.,active
