item_id,topic_id,spanish,russian,item_type,gender,number,tags,example_es,example_ru,accepted_answers_es,accepted_answers_ru,explanation,status
v0805,body,la pierna,нога,noun,f,singular,"body,a1",Tiene la pierna sano.,У него здоровая нога.,pierna,нога,Базовая лексика по теме «Части тела».,active
v0806,body,la espinilla,голень,noun,f,singular,"body,a1",Lávate la espinilla.,Помой голень.,espinilla,голень,Базовая лексика по теме «Части тела».,active
v0807,body,el tobillo,лодыжка,noun,m,singular,"body,a1",Me duele el tobillo.,У меня болит лодыжка.,tobillo,лодыжка,Базовая лексика по теме «Части тела».,active
v0808,body,el pie,ступня,noun,m,singular,"body,a1",Tiene el pie sano.,У него здоровый ступня.,pie,ступня,Базовая лексика по теме «Части тела».,active
v0809,body,el talón,пятка,noun,m,singular,"body,a1",Lávate el talón.,Помой пятка.,talón,пятка,Базовая лексика по теме «Части тела».,active
v0810,body,el dedo del pie,палец ноги,noun,m,singular,"body,a1",Me duele el dedo del pie.,У меня болит палец ноги.,dedo dpie,палец ноги,Базовая лексика по теме «Части тела».,active
v0811,body,el corazón,сердце,noun,m,singular,"body,a1",Tiene el corazón sano.,У него здоровый сердце.,corazón,сердце,Базовая лексика по теме «Части тела».,active
v0812,body,el cerebro,мозг,noun,m,singular,"body,a1",Lávate el cerebro.,Помой мозг.,cerebro,мозг,Базовая лексика по теме «Части тела».,active
v0813,body,los pulmones,лёгкие,noun,m,singular,"body,a1",Me duele los pulmones.,У меня болит лёгкие.,pulmones,лёгкие,Базовая лексика по теме «Части тела».,active
v0814,body,el estómago,желудок,noun,m,singular,"body,a1",Tiene el estómago sano.,У него здоровый желудок.,estómago,желудок,Базовая лексика по теме «Части тела».,active
v0815,body,el hígado,печень,noun,m,singular,"body,a1",Lávate el hígado.,Помой печень.,hígado,печень,Базовая лексика по теме «Части тела».,active
v0816,body,el riñón,почка,noun,m,singular,"body,a1",Me duele el riñón.,У меня болит почка.,riñón,почка,Базовая лексика по теме «Части тела».,active
v0817,body,la sangre,кровь,noun,f,singular,"body,a1",Tiene la sangre sano.,У него здоровая кровь.,sangre,кровь,Базовая лексика по теме «Части тела».,active
v0818,body,la piel,кожа,noun,f,singular,"body,a1",Lávate la piel.,Помой кожа.,piel,кожа,Базовая лексика по теме «Части тела».,active
v0819,body,el hueso,кость,noun,m,singular,"body,a1",Me duele el hueso.,У меня болит кость.,hueso,кость,Базовая лексика по теме «Части тела».,active
v0820,body,el músculo,мышца,noun,m,singular,"body,a1",Tiene el músculo sano.,У него здоровый мышца.,músculo,мышца,Базовая лексика по теме «Части тела».,active
v0821,body,la articulación,сустав,noun,f,singular,"body,a1",Lávate la articulación.,Помой сустав.,articulación,сустав,Базовая лексика по теме «Части тела».,active
v0822,body,el nervio,нерв,noun,m,singular,"body,a1",Me duele el nervio.,У меня болит нерв.,nervio,нерв,Базовая лексика по теме «Части тела».,active
v0823,body,la garganta,горло,noun,f,singular,"body,a1",Tiene la garganta sano.,У него здоровая горло.,garganta,горло,Базовая лексика по теме «Части тела».,active
v0824,body,la ceja,бровь,noun,f,singular,"body,a1",Lávate la ceja.,Помой бровь.,ceja,бровь,Базовая лексика по теме «Части тела».,active
v0825,body,la pestaña,ресница,noun,f,singular,"body,a1",Me duele la pestaña.,У меня болит ресница.,pestaña,ресница,Базовая лексика по теме «Части тела».,active
v0826,body,el dedo índice,указательный палец,noun,m,singular,"body,a1",Tiene el dedo índice sano.,У него здоровый указательный палец.,dedo índice,указательный палец,Базовая лексика по теме «Части тела».,active
v0827,body,el dedo medio,средний палец,noun,m,singular,"body,a1",Lávate el dedo medio.,Помой средний палец.,dedo medio,средний палец,Базовая лексика по теме «Части тела».,active
v0828,body,el dedo anular,безымянный палец,noun,m,singular,"body,a1",Me duele el dedo anular.,У меня болит безымянный палец.,dedo anular,безымянный палец,Базовая лексика по теме «Части тела».,active
v0829,body,el meñique,мизинец,noun,m,singular,"body,a1",Tiene el meñique sano.,У него здоровый мизинец.,meñique,мизинец,Базовая лексика по теме «Части тела».,active
v0830,body,el pecho izquierdo,левая грудь,noun,m,singular,"body,a1",Lávate el pecho izquierdo.,Помой левая грудь.,pecho izquierdo,левая грудь,Базовая лексика по теме «Части тела».,active
v0831,body,la mandíbula,челюсть,noun,f,singular,"body,a1",Me duele la mandíbula.,У меня болит челюсть.,mandíbula,челюсть,Базовая лексика по теме «Части тела».,active
v0832,body,la frente alta,высокий лоб,noun,f,singular,"body,a1",Tiene la frente alta sano.,У него здоровая высокий лоб.,frente alta,высокий лоб,Базовая лексика по теме «Части тела».,active
v0833,body,el talón de Aquiles,ахиллово сухожилие,noun,m,singular,"body,a1",Lávate el talón de Aquiles.,Помой ахиллово сухожилие.,talón de Aquiles,ахиллово сухожилие,Базовая лексика по теме «Части тела».,active
v0834,body,la palma,ладонь,noun,f,singular,"body,a1",Me duele la palma.,У меня болит ладонь.,palma,ладонь,Базовая лексика по теме «Части тела».,active
v0835,body,el pecho derecho,правая грудь,noun,m,singular,"body,a1",Tiene el pecho derecho sano.,У него здоровый правая грудь.,pecho derecho,правая грудь,Базовая лексика по теме «Части тела».,active
v0836,body,la sien,висок,noun,f,singular,"body,a1",Lávate la sien.,Помой висок.,sien,висок,Базовая лексика по теме «Части тела».,active
v0837,animals,el perro,собака,noun,m,singular,"animals,a1",Vimos el perro en el zoológico.,Мы увидели собака в зоопарке.,el perro,собака,Базовая лексика по теме «Животные».,active
v0838,animals,el gato,кот,noun,m,singular,"animals,a1",Vimos el gato en el zoológico.,Мы увидели кот в зоопарке.,el gato,кот,Базовая лексика по теме «Животные».,active
v0839,animals,el pájaro,птица,noun,m,singular,"animals,a1",Vimos el pájaro en el zoológico.,Мы увидели птица в зоопарке.,el pájaro,птица,Базовая лексика по теме «Животные».,active
v0840,animals,el pez,рыба,noun,m,singular,"animals,a1",Vimos el pez en el zoológico.,Мы увидели рыба в зоопарке.,el pez,рыба,Базовая лексика по теме «Животные».,active
v0841,animals,el caballo,лошадь,noun,m,singular,"animals,a1",Vimos el caballo en el zoológico.,Мы увидели лошадь в зоопарке.,el caballo,лошадь,Базовая лексика по теме «Животные».,active
v0842,animals,la vaca,корова,noun,f,singular,"animals,a1",Vimos la vaca en el zoológico.,Мы увидели корова в зоопарке.,la vaca,корова,Базовая лексика по теме «Животные».,active
v0843,animals,el toro,бык,noun,m,singular,"animals,a1",Vimos el toro en el zoológico.,Мы увидели бык в зоопарке.,el toro,бык,Базовая лексика по теме «Животные».,active
v0844,animals,la oveja,овца,noun,f,singular,"animals,a1",Vimos la oveja en el zoológico.,Мы увидели овца в зоопарке.,la oveja,овца,Базовая лексика по теме «Животные».,active
v0845,animals,la cabra,коза,noun,f,singular,"animals,a1",Vimos la cabra en el zoológico.,Мы увидели коза в зоопарке.,la cabra,коза,Базовая лексика по теме «Животные».,active
v0846,animals,el cerdo,свинья,noun,m,singular,"animals,a1",Vimos el cerdo en el zoológico.,Мы увидели свинья в зоопарке.,el cerdo,свинья,Базовая лексика по теме «Животные».,active
v0847,animals,el conejo,кролик,noun,m,singular,"animals,a1",Vimos el conejo en el zoológico.,Мы увидели кролик в зоопарке.,el conejo,кролик,Базовая лексика по теме «Животные».,active
v0848,animals,el hámster,хомяк,noun,m,singular,"animals,a1",Vimos el hámster en el zoológico.,Мы увидели хомяк в зоопарке.,el hámster,хомяк,Базовая лексика по теме «Животные».,active
v0849,animals,el ratón,мышь,noun,m,singular,"animals,a1",Vimos el ratón en el zoológico.,Мы увидели мышь в зоопарке.,el ratón,мышь,Базовая лексика по теме «Животные».,active
v0850,animals,la rata,крыса,noun,f,singular,"animals,a1",Vimos la rata en el zoológico.,Мы увидели крыса в зоопарке.,la rata,крыса,Базовая лексика по теме «Животные».,active
v0851,animals,la tortuga,черепаха,noun,f,singular,"animals,a1",Vimos la tortuga en el zoológico.,Мы увидели черепаха в зоопарке.,la tortuga,черепаха,Базовая лексика по теме «Животные».,active
v0852,animals,la rana,лягушка,noun,f,singular,"animals,a1",Vimos la rana en el zoológico.,Мы увидели лягушка в зоопарке.,la rana,лягушка,Базовая лексика по теме «Животные».,active
v0853,animals,la serpiente,змея,noun,f,singular,"animals,a1",Vimos la serpiente en el zoológico.,Мы увидели змея в зоопарке.,la serpiente,змея,Базовая лексика по теме «Животные».,active
v0854,animals,el lagarto,ящерица,noun,m,singular,"animals,a1",Vimos el lagarto en el zoológico.,Мы увидели ящерица в зоопарке.,el lagarto,ящерица,Базовая лексика по теме «Животные».,active
v0855,animals,el cocodrilo,крокодил,noun,m,singular,"animals,a1",Vimos el cocodrilo en el zoológico.,Мы увидели крокодил в зоопарке.,el cocodrilo,крокодил,Базовая лексика по теме «Животные».,active
v0856,animals,el elefante,слон,noun,m,singular,"animals,a1",Vimos el elefante en el zoológico.,Мы увидели слон в зоопарке.,el elefante,слон,Базовая лексика по теме «Животные».,active
v0857,animals,el león,лев,noun,m,singular,"animals,a1",Vimos el león en el zoológico.,Мы увидели лев в зоопарке.,el león,лев,Базовая лексика по теме «Животные».,active
v0858,animals,la tigresa,тигрица,noun,f,singular,"animals,a1",Vimos la tigresa en el zoológico.,Мы увидели тигрица в зоопарке.,la tigresa,тигрица,Базовая лексика по теме «Животные».,active
v0859,animals,el tigre,тигр,noun,m,singular,"animals,a1",Vimos el tigre en el zoológico.,Мы увидели тигр в зоопарке.,el tigre,тигр,Базовая лексика по теме «Животные».,active
v0860,animals,el oso,медведь,noun,m,singular,"animals,a1",Vimos el oso en el zoológico.,Мы увидели медведь в зоопарке.,el oso,медведь,Базовая лексика по теме «Животные».,active
v0861,animals,el lobo,волк,noun,m,singular,"animals,a1",Vimos el lobo en el zoológico.,Мы увидели волк в зоопарке.,el lobo,волк,Базовая лексика по теме «Животные».,active
v0862,animals,el zorro,лиса,noun,m,singular,"animals,a1",Vimos el zorro en el zoológico.,Мы увидели лиса в зоопарке.,el zorro,лиса,Базовая лексика по теме «Животные».,active
v0863,animals,el ciervo,олень,noun,m,singular,"animals,a1",Vimos el ciervo en el zoológico.,Мы увидели олень в зоопарке.,el ciervo,олень,Базовая лексика по теме «Животные».,active
v0864,animals,el mono,обезьяна,noun,m,singular,"animals,a1",Vimos el mono en el zoológico.,Мы увидели обезьяна в зоопарке.,el mono,обезьяна,Базовая лексика по теме «Животные».,active
v0865,animals,la jirafa,жираф,noun,f,singular,"animals,a1",Vimos la jirafa en el zoológico.,Мы увидели жираф в зоопарке.,la jirafa,жираф,Базовая лексика по теме «Животные».,active
v0866,animals,la cebra,зебра,noun,f,singular,"animals,a1",Vimos la cebra en el zoológico.,Мы увидели зебра в зоопарке.,la cebra,зебра,Базовая лексика по теме «Животные».,active
v0867,animals,el rinoceronte,носорог,noun,m,singular,"animals,a1",Vimos el rinoceronte en el zoológico.,Мы увидели носорог в зоопарке.,el rinoceronte,носорог,Базовая лексика по теме «Животные».,active
v0868,animals,el hipopótamo,бегемот,noun,m,singular,"animals,a1",Vimos el hipopótamo en el zoológico.,Мы увидели бегемот в зоопарке.,el hipopótamo,бегемот,Базовая лексика по теме «Животные».,active
v0869,animals,el panda,панда,noun,m,singular,"animals,a1",Vimos el panda en el zoológico.,Мы увидели панда в зоопарке.,el panda,панда,Базовая лексика по теме «Животные».,active
v0870,animals,el koala,коала,noun,m,singular,"animals,a1",Vimos el koala en el zoológico.,Мы увидели коала в зоопарке.,el koala,коала,Базовая лексика по теме «Животные».,active
v0871,animals,el canguro,кенгуру,noun,m,singular,"animals,a1",Vimos el canguro en el zoológico.,Мы увидели кенгуру в зоопарке.,el canguro,кенгуру,Базовая лексика по теме «Животные».,active
v0872,animals,el camello,верблюд,noun,m,singular,"animals,a1",Vimos el camello en el zoológico.,Мы увидели верблюд в зоопарке.,el camello,верблюд,Базовая лексика по теме «Животные».,active
v0873,animals,el delfín,дельфин,noun,m,singular,"animals,a1",Vimos el delfín en el zoológico.,Мы увидели дельфин в зоопарке.,el delfín,дельфин,Базовая лексика по теме «Животные».,active
v0874,animals,la ballena,кит,noun,f,singular,"animals,a1",Vimos la ballena en el zoológico.,Мы увидели кит в зоопарке.,la ballena,кит,Базовая лексика по теме «Животные».,active
v0875,animals,el tiburón,акула,noun,m,singular,"animals,a1",Vimos el tiburón en el zoológico.,Мы увидели акула в зоопарке.,el tiburón,акула,Базовая лексика по теме «Животные».,active
v0876,animals,el pulpo,осьминог,noun,m,singular,"animals,a1",Vimos el pulpo en el zoológico.,Мы увидели осьминог в зоопарке.,el pulpo,осьминог,Базовая лексика по теме «Животные».,active
v0877,animals,la medusa,медуза,noun,f,singular,"animals,a1",Vimos la medusa en el zoológico.,Мы увидели медуза в зоопарке.,la medusa,медуза,Базовая лексика по теме «Животные».,active
v0878,animals,el pingüino,пингвин,noun,m,singular,"animals,a1",Vimos el pingüino en el zoológico.,Мы увидели пингвин в зоопарке.,el pingüino,пингвин,Базовая лексика по теме «Животные».,active
v0879,animals,la foca,тюлень,noun,f,singular,"animals,a1",Vimos la foca en el zoológico.,Мы увидели тюлень в зоопарке.,la foca,тюлень,Базовая лексика по теме «Животные».,active
v0880,animals,la gaviota,чайка,noun,f,singular,"animals,a1",Vimos la gaviota en el zoológico.,Мы увидели чайка в зоопарке.,la gaviota,чайка,Базовая лексика по теме «Животные».,active
v0881,animals,el águila,орёл,noun,f,singular,"animals,a1",Vimos el águila en el zoológico.,Мы увидели орёл в зоопарке.,el águila,орёл,Базовая лексика по теме «Животные».,active
v0882,animals,el búho,сова,noun,m,singular,"animals,a1",Vimos el búho en el zoológico.,Мы увидели сова в зоопарке.,el búho,сова,Базовая лексика по теме «Животные».,active
v0883,animals,la gallina,курица,noun,f,singular,"animals,a1",Vimos la gallina en el zoológico.,Мы увидели курица в зоопарке.,la gallina,курица,Базовая лексика по теме «Животные».,active
v0884,animals,el gallo,петух,noun,m,singular,"animals,a1",Vimos el gallo en el zoológico.,Мы увидели петух в зоопарке.,el gallo,петух,Базовая лексика по теме «Животные».,active
v0885,animals,el pato,утка,noun,m,singular,"animals,a1",Vimos el pato en el zoológico.,Мы увидели утка в зоопарке.,el pato,утка,Базовая лексика по теме «Животные».,active
v0886,animals,el cisne,лебедь,noun,m,singular,"animals,a1",Vimos el cisne en el zoológico.,Мы увидели лебедь в зоопарке.,el cisne,лебедь,Базовая лексика по теме «Животные».,active
v0887,animals,la mariposa,бабочка,noun,f,singular,"animals,a1",Vimos la mariposa en el zoológico.,Мы увидели бабочка в зоопарке.,la mariposa,бабочка,Базовая лексика по теме «Животные».,active
v0888,animals,la abeja,пчела,noun,f,singular,"animals,a1",Vimos la abeja en el zoológico.,Мы увидели пчела в зоопарке.,la abeja,пчела,Базовая лексика по теме «Животные».,active
v0889,animals,la mosca,муха,noun,f,singular,"animals,a1",Vimos la mosca en el zoológico.,Мы увидели муха в зоопарке.,la mosca,муха,Базовая лексика по теме «Животные».,active
v0890,animals,el mosquito,комар,noun,m,singular,"animals,a1",Vimos el mosquito en el zoológico.,Мы увидели комар в зоопарке.,el mosquito,комар,Базовая лексика по теме «Животные».,active
v0891,animals,la araña,паук,noun,f,singular,"animals,a1",Vimos la araña en el zoológico.,Мы увидели паук в зоопарке.,la araña,паук,Базовая лексика по теме «Животные».,active
v0892,animals,la hormiga,муравей,noun,f,singular,"animals,a1",Vimos la hormiga en el zoológico.,Мы увидели муравей в зоопарке.,la hormiga,муравей,Базовая лексика по теме «Животные».,active
v0893,animals,el caracol,улитка,noun,m,singular,"animals,a1",Vimos el caracol en el zoológico.,Мы увидели улитка в зоопарке.,el caracol,улитка,Базовая лексика по теме «Животные».,active
v0894,animals,el burro,осёл,noun,m,singular,"animals,a1",Vimos el burro en el zoológico.,Мы увидели осёл в зоопарке.,el burro,осёл,Базовая лексика по теме «Животные».,active
v0895,animals,el pavo,индюк,noun,m,singular,"animals,a1",Vimos el pavo en el zoológico.,Мы увидели индюк в зоопарке.,el pavo,индюк,Базовая лексика по теме «Животные».,active
v0896,animals,el loro,попугай,noun,m,singular,"animals,a1",Vimos el loro en el zoológico.,Мы увидели попугай в зоопарке.,el loro,попугай,Базовая лексика по теме «Животные».,active
v0897,animals,el búfalo,буйвол,noun,m,singular,"animals,a1",Vimos el búfalo en el zoológico.,Мы увидели буйвол в зоопарке.,el búfalo,буйвол,Базовая лексика по теме «Животные».,active
v0898,animals,el erizo,ёж,noun,m,singular,"animals,a1",Vimos el erizo en el zoológico.,Мы увидели ёж в зоопарке.,el erizo,ёж,Базовая лексика по теме «Животные».,active
v0899,animals,el topo,крот,noun,m,singular,"animals,a1",Vimos el topo en el zoológico.,Мы увидели крот в зоопарке.,el topo,крот,Базовая лексика по теме «Животные».,active
v0900,animals,la ardilla,белка,noun,f,singular,"animals,a1",Vimos la ardilla en el zoológico.,Мы увидели белка в зоопарке.,la ardilla,белка,Базовая лексика по теме «Животные».,active
v0901,animals,el murciélago,летучая мышь,noun,m,singular,"animals,a1",Vimos el murciélago en el zoológico.,Мы увидели летучая мышь в зоопарке.,el murciélago,летучая мышь,Базовая лексика по теме «Животные».,active
v0902,animals,el insecto,насекомое,noun,m,singular,"animals,a1",Vimos el insecto en el zoológico.,Мы увидели насекомое в зоопарке.,el insecto,насекомое,Базовая лексика по теме «Животные».,active
v0903,animals,el animal,животное,noun,m,singular,"animals,a1",Vimos el animal en el zoológico.,Мы увидели животное в зоопарке.,el animal,животное,Базовая лексика по теме «Животные».,active
v0904,animals,la mascota,домашний питомец,noun,f,singular,"animals,a1",Vimos la mascota en el zoológico.,Мы увидели домашний питомец в зоопарке.,la mascota,домашний питомец,Базовая лексика по теме «Животные».,active
v0905,animals,la fauna,фауна,noun,f,singular,"animals,a1",Vimos la fauna en el zoológico.,Мы увидели фауна в зоопарке.,la fauna,фауна,Базовая лексика по теме «Животные».,active
v0906,animals,el rebaño,стадо,noun,m,singular,"animals,a1",Vimos el rebaño en el zoológico.,Мы увидели стадо в зоопарке.,el rebaño,стадо,Базовая лексика по теме «Животные».,active
v0907,animals,la manada,стая,noun,f,singular,"animals,a1",Vimos la manada en el zoológico.,Мы увидели стая в зоопарке.,la manada,стая,Базовая лексика по теме «Животные».,active
v0908,animals,la jaula,клетка,noun,f,singular,"animals,a1",Vimos la jaula en el zoológico.,Мы увидели клетка в зоопарке.,la jaula,клетка,Базовая лексика по теме «Животные».,active
v0909,animals,el nido,гнездо,noun,m,singular,"animals,a1",Vimos el nido en el zoológico.,Мы увидели гнездо в зоопарке.,el nido,гнездо,Базовая лексика по теме «Животные».,active
v0910,animals,la cola,хвост,noun,f,singular,"animals,a1",Vimos la cola en el zoológico.,Мы увидели хвост в зоопарке.,la cola,хвост,Базовая лексика по теме «Животные».,active
v0911,animals,la pata,лапа,noun,f,singular,"animals,a1",Vimos la pata en el zoológico.,Мы увидели лапа в зоопарке.,la pata,лапа,Базовая лексика по теме «Животные».,active
v0912,animals,el pico,клюв,noun,m,singular,"animals,a1",Vimos el pico en el zoológico.,Мы увидели клюв в зоопарке.,el pico,клюв,Базовая лексика по теме «Животные».,active
v0913,animals,el ala,крыло,noun,f,singular,"animals,a1",Vimos el ala en el zoológico.,Мы увидели крыло в зоопарке.,el ala,крыло,Базовая лексика по теме «Животные».,active
v0914,animals,el cuerno,рог,noun,m,singular,"animals,a1",Vimos el cuerno en el zoológico.,Мы увидели рог в зоопарке.,el cuerno,рог,Базовая лексика по теме «Животные».,active
v0915,animals,el pelaje,шерсть,noun,m,singular,"animals,a1",Vimos el pelaje en el zoológico.,Мы увидели шерсть в зоопарке.,el pelaje,шерсть,Базовая лексика по теме «Животные».,active
v0916,animals,la pluma,перо,noun,f,singular,"animals,a1",Vimos la pluma en el zoológico.,Мы увидели перо в зоопарке.,la pluma,перо,Базовая лексика по теме «Животные».,active
v0917,food_1,el pan,хлеб,noun,m,singular,"food_1,a1",Me gusta el pan.,Мне нравится хлеб.,pan,хлеб,Базовая лексика по теме «Продукты».,active
v0918,food_1,el arroz,рис,noun,m,singular,"food_1,a1",Me gusta el arroz.,Мне нравится рис.,arroz,рис,Базовая лексика по теме «Продукты».,active
v0919,food_1,la pasta,паста,noun,f,singular,"food_1,a1",Me gusta la pasta.,Мне нравится паста.,pasta,паста,Базовая лексика по теме «Продукты».,active
v0920,food_1,la sopa,суп,noun,f,singular,"food_1,a1",Me gusta la sopa.,Мне нравится суп.,sopa,суп,Базовая лексика по теме «Продукты».,active
v0921,food_1,la carne,мясо,noun,f,singular,"food_1,a1",Me gusta la carne.,Мне нравится мясо.,carne,мясо,Базовая лексика по теме «Продукты».,active
v0922,food_1,el pollo,курица,noun,m,singular,"food_1,a1",Me gusta el pollo.,Мне нравится курица.,pollo,курица,Базовая лексика по теме «Продукты».,active
v0923,food_1,la ternera,говядина,noun,f,singular,"food_1,a1",Me gusta la ternera.,Мне нравится говядина.,ternera,говядина,Базовая лексика по теме «Продукты».,active
v0924,food_1,el cerdo,свинина,noun,m,singular,"food_1,a1",Me gusta el cerdo.,Мне нравится свинина.,cerdo,свинина,Базовая лексика по теме «Продукты».,active
v0925,food_1,el pescado,рыба,noun,m,singular,"food_1,a1",Me gusta el pescado.,Мне нравится рыба.,pescado,рыба,Базовая лексика по теме «Продукты».,active
v0926,food_1,el salmón,лосось,noun,m,singular,"food_1,a1",Me gusta el salmón.,Мне нравится лосось.,salmón,лосось,Базовая лексика по теме «Продукты».,active
v0927,food_1,el huevo,яйцо,noun,m,singular,"food_1,a1",Me gusta el huevo.,Мне нравится яйцо.,huevo,яйцо,Базовая лексика по теме «Продукты».,active
v0928,food_1,la leche,молоко,noun,f,singular,"food_1,a1",Me gusta la leche.,Мне нравится молоко.,leche,молоко,Базовая лексика по теме «Продукты».,active
v0929,food_1,el queso,сыр,noun,m,singular,"food_1,a1",Me gusta el queso.,Мне нравится сыр.,queso,сыр,Базовая лексика по теме «Продукты».,active
v0930,food_1,la mantequilla,сливочное масло,noun,f,singular,"food_1,a1",Me gusta la mantequilla.,Мне нравится сливочное масло.,mantequilla,сливочное масло,Базовая лексика по теме «Продукты».,active
v0931,food_1,el yogur,йогурт,noun,m,singular,"food_1,a1",Me gusta el yogur.,Мне нравится йогурт.,yogur,йогурт,Базовая лексика по теме «Продукты».,active
v0932,food_1,la nata,сливки,noun,f,singular,"food_1,a1",Me gusta la nata.,Мне нравится сливки.,nata,сливки,Базовая лексика по теме «Продукты».,active
v0933,food_1,la sal,соль,noun,f,singular,"food_1,a1",Me gusta la sal.,Мне нравится соль.,sal,соль,Базовая лексика по теме «Продукты».,active
v0934,food_1,el azúcar,сахар,noun,m,singular,"food_1,a1",Me gusta el azúcar.,Мне нравится сахар.,azúcar,сахар,Базовая лексика по теме «Продукты».,active
v0935,food_1,la pimienta,перец,noun,f,singular,"food_1,a1",Me gusta la pimienta.,Мне нравится перец.,pimienta,перец,Базовая лексика по теме «Продукты».,active
v0936,food_1,el aceite,масло,noun,m,singular,"food_1,a1",Me gusta el aceite.,Мне нравится масло.,aceite,масло,Базовая лексика по теме «Продукты».,active
v0937,food_1,el agua,вода,noun,m,singular,"food_1,a1",Me gusta el agua.,Мне нравится вода.,agua,вода,Базовая лексика по теме «Продукты».,active
v0938,food_1,el café,кофе,noun,m,singular,"food_1,a1",Me gusta el café.,Мне нравится кофе.,café,кофе,Базовая лексика по теме «Продукты».,active
v0939,food_1,el té,чай,noun,m,singular,"food_1,a1",Me gusta el té.,Мне нравится чай.,té,чай,Базовая лексика по теме «Продукты».,active
v0940,food_1,el zumo,сок,noun,m,singular,"food_1,a1",Me gusta el zumo.,Мне нравится сок.,zumo,сок,Базовая лексика по теме «Продукты».,active
v0941,food_1,la harina,мука,noun,f,singular,"food_1,a1",Me gusta la harina.,Мне нравится мука.,harina,мука,Базовая лексика по теме «Продукты».,active
v0942,food_1,el cereal,хлопья,noun,m,singular,"food_1,a1",Me gusta el cereal.,Мне нравится хлопья.,cereal,хлопья,Базовая лексика по теме «Продукты».,active
v0943,food_1,la avena,овсянка,noun,f,singular,"food_1,a1",Me gusta la avena.,Мне нравится овсянка.,avena,овсянка,Базовая лексика по теме «Продукты».,active
v0944,food_1,la miel,мёд,noun,f,singular,"food_1,a1",Me gusta la miel.,Мне нравится мёд.,miel,мёд,Базовая лексика по теме «Продукты».,active
v0945,food_1,la mermelada,джем,noun,f,singular,"food_1,a1",Me gusta la mermelada.,Мне нравится джем.,mermelada,джем,Базовая лексика по теме «Продукты».,active
v0946,food_1,el chocolate,шоколад,noun,m,singular,"food_1,a1",Me gusta el chocolate.,Мне нравится шоколад.,chocolate,шоколад,Базовая лексика по теме «Продукты».,active
v0947,food_1,la galleta,печенье,noun,f,singular,"food_1,a1",Me gusta la galleta.,Мне нравится печенье.,galleta,печенье,Базовая лексика по теме «Продукты».,active
v0948,food_1,el pastel,торт,noun,m,singular,"food_1,a1",Me gusta el pastel.,Мне нравится торт.,pastel,торт,Базовая лексика по теме «Продукты».,active
v0949,food_1,el helado,мороженое,noun,m,singular,"food_1,a1",Me gusta el helado.,Мне нравится мороженое.,helado,мороженое,Базовая лексика по теме «Продукты».,active
v0950,food_1,la pizza,пицца,noun,f,singular,"food_1,a1",Me gusta la pizza.,Мне нравится пицца.,pizza,пицца,Базовая лексика по теме «Продукты».,active
v0951,food_1,la hamburguesa,гамбургер,noun,f,singular,"food_1,a1",Me gusta la hamburguesa.,Мне нравится гамбургер.,hamburguesa,гамбургер,Базовая лексика по теме «Продукты».,active
v0952,food_1,el bocadillo,бутерброд,noun,m,singular,"food_1,a1",Me gusta el bocadillo.,Мне нравится бутерброд.,bocadillo,бутерброд,Базовая лексика по теме «Продукты».,active
v0953,food_1,la ensalada,салат,noun,f,singular,"food_1,a1",Me gusta la ensalada.,Мне нравится салат.,ensalada,салат,Базовая лексика по теме «Продукты».,active
v0954,food_1,la patata,картофель,noun,f,singular,"food_1,a1",Me gusta la patata.,Мне нравится картофель.,patata,картофель,Базовая лексика по теме «Продукты».,active
v0955,food_1,el tomate,помидор,noun,m,singular,"food_1,a1",Me gusta el tomate.,Мне нравится помидор.,tomate,помидор,Базовая лексика по теме «Продукты».,active
v0956,food_1,el pepino,огурец,noun,m,singular,"food_1,a1",Me gusta el pepino.,Мне нравится огурец.,pepino,огурец,Базовая лексика по теме «Продукты».,active
v0957,food_1,la cebolla,лук,noun,f,singular,"food_1,a1",Me gusta la cebolla.,Мне нравится лук.,cebolla,лук,Базовая лексика по теме «Продукты».,active
v0958,food_1,el ajo,чеснок,noun,m,singular,"food_1,a1",Me gusta el ajo.,Мне нравится чеснок.,ajo,чеснок,Базовая лексика по теме «Продукты».,active
v0959,food_1,la zanahoria,морковь,noun,f,singular,"food_1,a1",Me gusta la zanahoria.,Мне нравится морковь.,zanahoria,морковь,Базовая лексика по теме «Продукты».,active
v0960,food_1,el pimiento,перец,noun,m,singular,"food_1,a1",Me gusta el pimiento.,Мне нравится перец.,pimiento,перец,Базовая лексика по теме «Продукты».,active
v0961,food_1,el maíz,кукуруза,noun,m,singular,"food_1,a1",Me gusta el maíz.,Мне нравится кукуруза.,maíz,кукуруза,Базовая лексика по теме «Продукты».,active
v0962,food_1,los guisantes,горошек,noun,m,singular,"food_1,a1",Me gusta los guisantes.,Мне нравится горошек.,guisantes,горошек,Базовая лексика по теме «Продукты».,active
v0963,food_1,el champiñón,шампиньон,noun,m,singular,"food_1,a1",Me gusta el champiñón.,Мне нравится шампиньон.,champiñón,шампиньон,Базовая лексика по теме «Продукты».,active
v0964,food_1,el limón,лимон,noun,m,singular,"food_1,a1",Me gusta el limón.,Мне нравится лимон.,limón,лимон,Базовая лексика по теме «Продукты».,active
v0965,food_1,la naranja,апельсин,noun,f,singular,"food_1,a1",Me gusta la naranja.,Мне нравится апельсин.,naranja,апельсин,Базовая лексика по теме «Продукты».,active
